id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
110,engender,produce or cause,The court's decision engendered debate about privacy and public safety. | Good leadership engenders trust among employees. | The harsh policy engendered deep resentment. | The tragedy engendered a sense of unity in the community. | The new technology engendered fear of job losses.,sat_300_plus_vocab_dataset,137,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
111,enervate,weaken or drain energy,The long delay seemed to enervate even the project's strongest supporters. | The intense heat enervated the marathon runners. | The dull routine enervates my creative spirit. | An enervating disease left him bedridden. | The constant arguments enervated the entire household.,sat_300_plus_vocab_dataset,136,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
112,enigmatic,mysterious and hard to interpret,The artist's enigmatic smile has invited centuries of speculation. | The enigmatic message left the detectives puzzled. | The movie ends on a highly enigmatic note. | He is an enigmatic figure in local politics. | The ruins offer only enigmatic clues to the past.,sat_300_plus_vocab_dataset,138,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
113,ephemeral,lasting a short time,The app's popularity was ephemeral and faded within months. | The beauty of a cherry blossom is famous for being ephemeral. | Fame is an ephemeral concept in the digital age. | The ephemeral joy of winning soon faded into exhaustion. | They chased the ephemeral lights of the aurora.,sat_300_plus_vocab_dataset,139,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
114,equivocal,open to several interpretations,The witness gave an equivocal answer that neither confirmed nor denied the claim. | The lab results were entirely equivocal. | He maintained an equivocal stance on the issue. | Her equivocal tone left us guessing. | Equivocal instructions lead to mistakes.,sat_300_plus_vocab_dataset,2,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
115,erudite,showing deep learning,The erudite essay connected a modern play to ancient myths. | The professor is an erudite scholar of ancient languages. | She gave an erudite lecture on medieval history. | The erudite book won several academic awards. | His erudite vocabulary often confuses his friends.,sat_300_plus_vocab_dataset,143,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
116,eschew,deliberately avoid or reject,"The journalist chose to eschew dramatic language and let the documents speak for themselves. | The editorial tried to eschew sensational language, but its evidence was too thin to persuade careful readers. | Rather than eschew sensational language, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to eschew sensational language became a central issue in the investigation. | In the final paragraph, new testimony helps eschew sensational language and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100116,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
117,esoteric,understood by few,The article made esoteric legal concepts accessible to ordinary readers. | The ritual involved esoteric symbols and chants. | He collects books on esoteric philosophical topics. | The programming language is too esoteric for beginners. | The joke relied on an esoteric pop culture reference.,sat_300_plus_vocab_dataset,144,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
118,exacerbate,make a problem worse,Cutting the bus routes would exacerbate traffic near the school. | Scratching the rash will only exacerbate the itch. | The new tax law exacerbated the economic crisis. | His angry response exacerbated the delicate situation. | The wind exacerbated the spread of the wildfire.,sat_300_plus_vocab_dataset,148,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
119,exculpate,clear from blame,New evidence helped exculpate the researcher accused of misconduct. | The security footage completely exculpated the prime suspect. | The grand jury refused to exculpate the officer. | The report exculpates the management of any negligence. | He desperately sought evidence to exculpate himself.,sat_300_plus_vocab_dataset,149,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
120,exigent,requiring immediate action,The flood created exigent needs that delayed long term planning. | Exigent circumstances required the police to enter without a warrant. | The exigent timeline forced the team to work overnight. | The hospital faced exigent demands during the pandemic. | The manager handled the exigent problem immediately.,sat_300_plus_vocab_dataset,150,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
121,expedient,convenient but possibly improper,The shortcut was expedient but it undermined the study's credibility. | It was politically expedient to agree with the popular opinion. | The general chose the most expedient route despite the risks. | The expedient solution is not always the ethical one. | They used an expedient lie to avoid trouble.,sat_300_plus_vocab_dataset,152,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
122,expedite,make a process faster,"The new filing system should expedite permit reviews that once took several months. | The editorial tried to expedite the review process, but its evidence was too thin to persuade careful readers. | Rather than expedite the review process, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to expedite the review process became a central issue in the investigation. | In the final paragraph, new testimony helps expedite the review process and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100122,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
123,extant,still existing today,"Only three extant copies of the pamphlet are known, and each differs slightly from the others. | The extant manuscript changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its extant manuscript became clear once the evidence was examined. | In the debate, the speaker’s extant manuscript mattered as much as the facts he presented. | A careful reader would notice how the extant manuscript reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100123,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
124,extemporaneous,done without preparation,"The mayor’s extemporaneous remarks sounded more sincere than the carefully drafted statement. | The extemporaneous speech changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its extemporaneous speech became clear once the evidence was examined. | In the debate, the speaker’s extemporaneous speech mattered as much as the facts he presented. | A careful reader would notice how the extemporaneous speech reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100124,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
125,extol,praise with great enthusiasm,"The essay extols the painter’s bold colors but says little about her weaker compositions. | The editorial tried to extol the reformer’s courage, but its evidence was too thin to persuade careful readers. | Rather than extol the reformer’s courage, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to extol the reformer’s courage became a central issue in the investigation. | In the final paragraph, new testimony helps extol the reformer’s courage and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100125,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
126,extraneous,irrelevant or unnecessary,"The editor removed extraneous details that distracted from the central argument. | The extraneous detail changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its extraneous detail became clear once the evidence was examined. | In the debate, the speaker’s extraneous detail mattered as much as the facts he presented. | A careful reader would notice how the extraneous detail reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100126,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
127,extrapolate,infer beyond known data,Scientists extrapolate future trends from measurements collected over many decades. | It is risky to extrapolate global conclusions from one local study. | Economists extrapolate growth patterns based on current spending. | We can extrapolate the animal's size from its footprints. | Do not extrapolate his future behavior from one mistake.,sat_300_plus_vocab_dataset,153,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
128,facile,too easy or simplistic,"The article offered a facile explanation for inequality, ignoring the history that shaped it. | The facile argument changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its facile argument became clear once the evidence was examined. | In the debate, the speaker’s facile argument mattered as much as the facts he presented. | A careful reader would notice how the facile argument reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100128,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
129,fallacious,based on faulty reasoning,The argument was fallacious because it confused correlation with causation. | The advertisement makes a fallacious claim about the product's benefits. | His logic is fundamentally fallacious. | The article is built on fallacious assumptions. | Don't be fooled by her fallacious statistics.,sat_300_plus_vocab_dataset,155,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
130,fastidious,very attentive to detail,The fastidious editor noticed inconsistencies in dates and spellings. | He is famously fastidious about keeping his car clean. | The fastidious cat spent hours grooming itself. | The fastidious accountant caught the minor discrepancy. | Her fastidious preparation ensured the event was flawless.,sat_300_plus_vocab_dataset,156,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
131,fatuous,foolish and silly,"The proposal sounded fatuous once someone asked how it would be funded. | The fatuous claim changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its fatuous claim became clear once the evidence was examined. | In the debate, the speaker’s fatuous claim mattered as much as the facts he presented. | A careful reader would notice how the fatuous claim reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100131,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
132,feasible,possible and practical,"The design is ambitious, but engineers say it is feasible with existing materials. | The feasible solution changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its feasible solution became clear once the evidence was examined. | In the debate, the speaker’s feasible solution mattered as much as the facts he presented. | A careful reader would notice how the feasible solution reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100132,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
133,fervent,intensely passionate or sincere,Fervent supporters waited for hours to hear the reformer's speech. | She has a fervent belief in the power of education. | The fervent prayers of the congregation filled the church. | The rebel leader delivered a fervent plea for freedom. | His fervent dedication to the sport earned him a medal.,sat_300_plus_vocab_dataset,158,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
134,fickle,changing loyalties or interests,"The fickle market rewarded the product in June and rejected it by September. | The fickle audience changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its fickle audience became clear once the evidence was examined. | In the debate, the speaker’s fickle audience mattered as much as the facts he presented. | A careful reader would notice how the fickle audience reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100134,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
135,flippant,not showing proper seriousness,"Her flippant response frustrated researchers who had spent years studying the disease. | The flippant remark changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its flippant remark became clear once the evidence was examined. | In the debate, the speaker’s flippant remark mattered as much as the facts he presented. | A careful reader would notice how the flippant remark reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100135,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
136,foment,stir up trouble,The pamphlet was designed to foment resentment among already anxious workers. | The dictator accused the journalists of trying to foment rebellion. | Foreign agents tried to foment a civil war. | His angry rhetoric fomented a riot in the capital. | The unfair policy fomented discontent in the office.,sat_300_plus_vocab_dataset,161,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
137,forestall,prevent by acting early,"Officials strengthened the levee to forestall damage from the approaching storm. | The editorial tried to forestall a constitutional crisis, but its evidence was too thin to persuade careful readers. | Rather than forestall a constitutional crisis, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to forestall a constitutional crisis became a central issue in the investigation. | In the final paragraph, new testimony helps forestall a constitutional crisis and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100137,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
138,fortuitous,happening by chance,A fortuitous meeting at the library led to their collaboration. | The storm's delay was a fortuitous break for the unprepared sailors. | The company made a fortuitous discovery during the routine testing. | It was purely fortuitous that I found my lost keys. | The fortuitous timing of the investment made him rich.,sat_300_plus_vocab_dataset,162,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
139,fraught,filled with difficulty or tension,"The negotiations were fraught because each concession risked angering supporters at home. | The fraught negotiation changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its fraught negotiation became clear once the evidence was examined. | In the debate, the speaker’s fraught negotiation mattered as much as the facts he presented. | A careful reader would notice how the fraught negotiation reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100139,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
140,frivolous,lacking seriousness or value,"The court dismissed the frivolous complaint, finding no evidence behind its claims. | The frivolous complaint changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its frivolous complaint became clear once the evidence was examined. | In the debate, the speaker’s frivolous complaint mattered as much as the facts he presented. | A careful reader would notice how the frivolous complaint reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100140,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
141,garrulous,talking too much,The garrulous guide turned a short tour into a two hour lecture. | The garrulous passenger next to me talked for the entire flight. | My garrulous neighbor often keeps me trapped on the porch. | The garrulous old man told stories of his youth. | A garrulous nature can be a liability in a secret meeting.,sat_300_plus_vocab_dataset,167,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
142,genial,warm and pleasantly friendly,"The scientist’s genial manner made the demanding laboratory feel less intimidating. | The genial host changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its genial host became clear once the evidence was examined. | In the debate, the speaker’s genial host mattered as much as the facts he presented. | A careful reader would notice how the genial host reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100142,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
143,gratuitous,uncalled for or unnecessary,The novel's violence felt gratuitous because it added nothing to the plot. | The film was criticized for its gratuitous nudity. | The villain's cruelty seemed entirely gratuitous. | I didn't appreciate the gratuitous insult. | The expensive decorations felt gratuitous given the tight budget.,sat_300_plus_vocab_dataset,169,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
144,gregarious,sociable and outgoing,"The gregarious researcher built a wide network of collaborators across several universities. | The gregarious student changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its gregarious student became clear once the evidence was examined. | In the debate, the speaker’s gregarious student mattered as much as the facts he presented. | A careful reader would notice how the gregarious student reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100144,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
145,hackneyed,overused and stale,The essay opened with a hackneyed quote instead of a fresh claim. | The romantic comedy relied on hackneyed tropes. | His motivational speech was full of hackneyed phrases. | The plot of the action movie is completely hackneyed. | The author breathed new life into a hackneyed genre.,sat_300_plus_vocab_dataset,170,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
146,harbinger,early sign of what follows,"The first cracked tiles were a harbinger of more serious structural problems. | The discovery served as a harbinger, transforming a minor dispute into a national debate. | In the essay, the small incident becomes a harbinger for broader social change. | Historians later treated the event as a harbinger because it revealed tensions that had been hidden for years. | The author uses the storm as a harbinger, hinting that a more serious conflict is approaching.",sat_300_plus_vocab_dataset,100146,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
147,haughty,acting arrogantly superior,The haughty critic dismissed the young artist before seeing the exhibit. | The haughty waiter sneered at our clothing. | She gave a haughty toss of her hair and walked away. | The haughty nobles ignored the suffering of the peasants. | His haughty demeanor alienates his coworkers.,sat_300_plus_vocab_dataset,172,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
148,heterodox,departing from accepted views,"Her heterodox interpretation challenged decades of scholarship about the painting. | The heterodox theory changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its heterodox theory became clear once the evidence was examined. | In the debate, the speaker’s heterodox theory mattered as much as the facts he presented. | A careful reader would notice how the heterodox theory reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100148,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
149,homogeneous,uniform or very similar,"The sample was too homogeneous to support conclusions about a diverse population. | The homogeneous sample changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its homogeneous sample became clear once the evidence was examined. | In the debate, the speaker’s homogeneous sample mattered as much as the facts he presented. | A careful reader would notice how the homogeneous sample reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100149,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
150,hyperbole,deliberate exaggeration for effect,"Calling the delay a catastrophe was hyperbole; the train arrived only ten minutes late. | The scholar presented the idea as a hyperbole, not as a conclusion supported by complete evidence. | The passage depends on a hyperbole that readers are expected to question rather than accept. | By invoking a hyperbole, the author exposes the gap between public appearance and private motive. | The debate turned on a hyperbole, since no witness could provide decisive proof.",sat_300_plus_vocab_dataset,100150,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
151,iconoclastic,attacking established beliefs,Her iconoclastic essay challenged assumptions that the field had long accepted. | The iconoclastic filmmaker refuses to follow traditional Hollywood formats. | His iconoclastic views make him unpopular in the conservative town. | The iconoclastic movement sought to destroy old religious statues. | An iconoclastic approach is often needed for true innovation.,sat_300_plus_vocab_dataset,175,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
152,idiosyncratic,peculiar to one person or group,"The composer’s idiosyncratic notation confused performers until she explained her symbols. | The idiosyncratic style changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its idiosyncratic style became clear once the evidence was examined. | In the debate, the speaker’s idiosyncratic style mattered as much as the facts he presented. | A careful reader would notice how the idiosyncratic style reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100152,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
153,immutable,not able to change,The law was treated as immutable until public pressure forced reform. | The laws of physics are generally considered immutable. | Her immutable faith guided her through the crisis. | The mountain range stood as an immutable feature of the landscape. | Death and taxes are often called immutable facts of life.,sat_300_plus_vocab_dataset,177,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
154,impartial,not favoring either side,"The panel chose an impartial reviewer with no connection to the applicants. | The impartial judge changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its impartial judge became clear once the evidence was examined. | In the debate, the speaker’s impartial judge mattered as much as the facts he presented. | A careful reader would notice how the impartial judge reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100154,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
155,impassive,showing no emotion,The judge remained impassive while the crowd reacted angrily. | The soldier's face was completely impassive during the interrogation. | The impassive statues guarded the entrance to the tomb. | She watched the dramatic scene with an impassive expression. | An impassive demeanor is useful when playing poker.,sat_300_plus_vocab_dataset,178,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
156,impede,slow or block,Fallen trees impeded the rescue crews after the storm. | The heavy traffic will impede our progress. | The cumbersome regulations impede economic growth. | The injury impeded her ability to play tennis. | The lack of clear communication impeded the project.,sat_300_plus_vocab_dataset,294,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
157,imperious,domineering and arrogant,The director's imperious commands discouraged assistants from offering ideas. | The imperious CEO expects total obedience from his staff. | She waved her hand with an imperious gesture of dismissal. | His imperious attitude resents any form of questioning. | The imperious tone of the memo angered the employees.,sat_300_plus_vocab_dataset,180,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
158,imperturbable,not easily upset or disturbed,"During the chaotic rehearsal, the conductor remained imperturbable and calmly restarted the movement. | The imperturbable moderator changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its imperturbable moderator became clear once the evidence was examined. | In the debate, the speaker’s imperturbable moderator mattered as much as the facts he presented. | A careful reader would notice how the imperturbable moderator reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100158,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
159,impetuous,acting rashly or impulsively,"The senator’s impetuous announcement surprised aides who had planned a more gradual rollout. | The impetuous decision changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its impetuous decision became clear once the evidence was examined. | In the debate, the speaker’s impetuous decision mattered as much as the facts he presented. | A careful reader would notice how the impetuous decision reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100159,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
160,implicit,suggested not stated,The article's implicit assumption was that economic growth benefits everyone. | We had an implicit agreement not to mention the past. | There is an implicit threat in his casual warning. | The implicit bias in the hiring process must be addressed. | Her implicit trust in him proved to be a mistake.,sat_300_plus_vocab_dataset,182,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
161,implacable,impossible to appease,The critic remained implacable even after the author revised the chapter. | The enemy forces were implacable and refused to surrender. | An implacable hatred burned between the two rival families. | The implacable march of time affects us all. | The disease proved to be an implacable foe.,sat_300_plus_vocab_dataset,181,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
162,incendiary,likely to provoke conflict,"The columnist’s incendiary claims drew attention but made compromise more difficult. | The incendiary pamphlet changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its incendiary pamphlet became clear once the evidence was examined. | In the debate, the speaker’s incendiary pamphlet mattered as much as the facts he presented. | A careful reader would notice how the incendiary pamphlet reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100162,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
163,incisive,sharply clear and insightful,The student's incisive question exposed a weakness in the theory. | The journalist is known for her incisive political commentary. | The incisive review highlighted exactly why the movie failed. | An incisive mind is required for advanced mathematics. | His incisive wit can cut through any argument.,sat_300_plus_vocab_dataset,184,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
164,incongruous,strangely out of place,The cheerful mural seemed incongruous in the abandoned factory. | The modern glass tower looks incongruous next to the ancient cathedral. | His elegant suit was incongruous at the messy barbecue. | The incongruous blend of flavors surprisingly worked well. | Her loud laughter was incongruous in the somber room.,sat_300_plus_vocab_dataset,185,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
165,incontrovertible,impossible to dispute,"The recording provided incontrovertible evidence that the meeting had taken place. | The incontrovertible proof changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its incontrovertible proof became clear once the evidence was examined. | In the debate, the speaker’s incontrovertible proof mattered as much as the facts he presented. | A careful reader would notice how the incontrovertible proof reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100165,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
166,incumbent,required as a duty,"It is incumbent on researchers to explain risks before asking volunteers to participate. | The incumbent duty changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its incumbent duty became clear once the evidence was examined. | In the debate, the speaker’s incumbent duty mattered as much as the facts he presented. | A careful reader would notice how the incumbent duty reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100166,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
167,indignant,angry at unfair treatment,"Residents were indignant when they learned that the park had been sold without public notice. | The indignant residents changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its indignant residents became clear once the evidence was examined. | In the debate, the speaker’s indignant residents mattered as much as the facts he presented. | A careful reader would notice how the indignant residents reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100167,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
168,indolent,lazy or inactive,The myth portrays the grasshopper as indolent rather than merely unlucky. | The indolent employee spent hours browsing the internet. | The heavy heat made everyone feel indolent. | The indolent cat slept in the sun all day. | His indolent nature prevented him from finding a job.,sat_300_plus_vocab_dataset,188,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
169,ineffable,too great for words,The view inspired an ineffable sense of calm. | The ineffable beauty of the sunset silenced the crowd. | She felt an ineffable joy when holding her newborn. | The mystical experience was described as ineffable. | The music possessed an ineffable quality of sadness.,sat_300_plus_vocab_dataset,189,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
170,inexorable,impossible to stop,The inexorable rise of the tide forced the campers inland. | The inexorable march of progress has changed the city forever. | The rebel army faced the inexorable advance of the empire's forces. | The aging process is an inexorable reality. | The inexorable logic of his argument left no room for debate.,sat_300_plus_vocab_dataset,190,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
171,inimical,hostile or harmful to,The new policy was inimical to small publishers because it favored large platforms. | The dry climate is inimical to these plants. | Such high taxes are inimical to growth. | Their strict rules are inimical to creativity. | Chronic stress is inimical to good health.,sat_300_plus_vocab_dataset,3,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
172,innocuous,not harmful or offensive,The comment seemed innocuous until it was quoted out of context. | The mushroom looks dangerous but is actually perfectly innocuous. | The bug bite proved to be an innocuous irritation. | He asked an innocuous question about the weather. | The virus strain is completely innocuous to humans.,sat_300_plus_vocab_dataset,192,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
173,inscrutable,hard to understand,The CEO's inscrutable smile gave investors no hint of her plans. | The ancient language remains largely inscrutable. | The cat's inscrutable gaze made him uncomfortable. | The motives behind the crime are completely inscrutable. | The inscrutable depths of the ocean hide many secrets.,sat_300_plus_vocab_dataset,193,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
174,insipid,dull and lacking flavor,The review called the play insipid because its characters never changed. | The hospital food was pale and insipid. | The insipid pop song was forgotten within a week. | She grew tired of his insipid conversational topics. | The artist rejected the insipid design in favor of something bold.,sat_300_plus_vocab_dataset,194,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
175,insular,narrow or isolated,The town's insular habits made newcomers feel like permanent outsiders. | The insular community rarely interacts with the modern world. | The island's insular ecosystem is highly vulnerable to invasive species. | The committee's insular thinking prevented them from seeing the flaw. | The royal family lives an insular life behind palace walls.,sat_300_plus_vocab_dataset,195,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
176,intractable,hard to control or solve,The dispute became intractable after both sides rejected compromise. | The intractable child refused to follow any rules. | The intractable problem of poverty requires a complex solution. | The patient suffered from an intractable headache. | The stain on the carpet proved completely intractable.,sat_300_plus_vocab_dataset,196,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
177,intrepid,fearless and determined,"The intrepid reporter entered the storm zone to document conditions after the evacuation. | The intrepid explorer changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its intrepid explorer became clear once the evidence was examined. | In the debate, the speaker’s intrepid explorer mattered as much as the facts he presented. | A careful reader would notice how the intrepid explorer reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100177,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
178,intrinsic,belonging naturally to something,The stone's intrinsic value mattered less than its historical meaning. | The intrinsic beauty of the wood shines through the polish. | Freedom is considered an intrinsic human right. | The intrinsic flaws in the system finally caused it to crash. | The intrinsic motivation to learn is crucial for students.,sat_300_plus_vocab_dataset,197,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
179,irascible,easily moved to anger,The irascible coach shouted even when players followed instructions. | The irascible old man yelled at the children on his lawn. | Her irascible temper made her difficult to live with. | The irascible chef threw a pan across the kitchen. | Hunger makes him completely irascible.,sat_300_plus_vocab_dataset,199,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
180,irrefutable,impossible to prove wrong,"The DNA results offered irrefutable support for the revised account of the migration. | The irrefutable evidence changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its irrefutable evidence became clear once the evidence was examined. | In the debate, the speaker’s irrefutable evidence mattered as much as the facts he presented. | A careful reader would notice how the irrefutable evidence reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100180,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
181,judicious,showing wise judgment,A judicious editor preserves a writer's voice while removing confusion. | The mayor made a judicious decision regarding the city budget. | The recipe calls for a judicious amount of spice. | The general made a judicious tactical retreat. | The judicious use of resources saved the company.,sat_300_plus_vocab_dataset,200,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
